Date,Open,High,Low,Close,Volume,Adj Close
2018/7/3,14.5,15.95,14.1,14.12,5201,14.12
2018/7/2,14,14.5,14.5,14.5,1,14.5
2018/6/28,14.37,14,14,14,255607,14
2018/6/26,14.35,14.49,14,14.37,15526,14.37
2018/6/25,14.61,14.5,13.15,14.35,20728,14.35
2018/6/21,14.46,14.61,13.9,14.61,340147,14.61
2018/6/20,14.52,14.49,14.02,14.46,440848,14.46
2018/6/19,14.88,14.88,14.3,14.52,225825,14.52
2018/6/18,14.63,16.09,14.5,14.88,597464,14.88
2018/6/17,14.63,,,14.63,384986,14.63
2018/6/16,14.88,15.1,14.6,14.63,489076,14.63
2018/6/15,15.02,15.8,14.7,14.88,1420753,14.88
2018/6/14,14.77,15.05,14.39,15.02,579579,15.02
2018/6/13,15.13,14.99,14.55,14.77,883505,14.77
2018/6/12,14.98,15.28,14.8,15.13,309634,15.13
2018/6/11,15.51,15.07,14.96,14.98,490362,14.98
2018/6/8,16.35,15.8,14.72,15.51,277481,15.51
2018/6/7,15.32,16.8,15.01,16.35,306575,16.35
2018/6/6,15.19,16.6,15,15.32,168742,15.32
2018/6/5,15.51,15.42,14.8,15.19,6141,15.19
2018/6/4,15.43,16.2,15.1,15.51,429834,15.51
2018/6/1,15.22,15.48,15.01,15.43,788984,15.43
2018/5/31,15.25,15.25,15.21,15.22,1653336,15.22
2018/5/30,15.19,15.3,15.1,15.25,68912,15.25
2018/5/29,15,15.3,14.61,15.19,243751,15.19
2018/5/28,14.91,15.01,15,15,32180,15
2018/5/25,15.19,14.99,14.8,14.91,23000,14.91
2018/5/24,14.97,15.2,14.98,15.19,101748,15.19
2018/5/23,14.97,15,14.81,14.97,94218,14.97
2018/5/22,14.93,15,14.8,14.97,621076,14.97
2018/5/21,14.72,15,14.85,14.93,210884,14.93
2018/5/18,15.75,14.72,14.71,14.72,6447,14.72
2018/5/17,15.25,16.7,14.61,15.75,129508,15.75
2018/5/16,14.76,16.24,14.6,15.25,51077,15.25
2018/5/15,14.6,15,14.5,14.76,35501,14.76
2018/5/14,14.85,14.6,14.6,14.6,775,14.6
2018/5/11,14.73,15.6,14.6,14.85,29602,14.85
2018/5/10,14.34,14.8,14.4,14.73,13700,14.73
2018/5/9,14.5,14.4,14.25,14.34,4182,14.34
2018/5/8,14.34,14.5,14.5,14.5,2000,14.5
2018/5/7,15.52,14.43,14.25,14.34,32471,14.34
2018/5/4,14.48,15.8,14.8,15.52,490091,15.52
2018/5/3,14.11,14.5,14.4,14.48,248973,14.48
2018/5/2,13.88,14.39,13.71,14.11,14699,14.11
2018/4/27,13.47,14,13.5,13.88,184948,13.88
2018/4/26,13.59,13.7,13.3,13.47,16926,13.47
2018/4/25,13.66,13.76,13.5,13.59,215123,13.59
2018/4/24,13.7,13.79,13.64,13.66,3200,13.66
2018/4/23,14,13.8,13.5,13.7,38541,13.7
2018/4/20,13.58,14.88,14,14,5001,14
2018/4/19,15.01,13.9,13.55,13.58,1301,13.58
2018/4/18,13.75,15.01,13.8,15.01,2831,15.01
